1.005113	1.010251	1.015415	1.020605	1.025821	1.031064	1.036332	1.041627	1.046948	1.052296	1.057671	1.063073	1.068501	1.073957	1.079440	1.084951	1.090489	1.096055	1.101649	1.107271	1.135804	1.165058	1.195050	1.225799	1.289642	1.356741	1.427260	1.501368	1.579245	1.661078	1.747064	1.837410	1.932332	2.032056	2.136821	2.246876	2.362482	2.483915	2.611460	2.745420	3.523036	4.515423	5.780399	7.390951	9.439105	12.040770	19.525364	31.519017	50.653742	81.049697	129.129938	204.866958	323.682453	509.331595	798.265607	1246.206058	1938.016412	3002.471883	4634.281095	7126.807544	10920.525780	87581.154020	647307.989873	4436313.137268	28348482.735670	169733713.889000	956432250.321074	25711008708.143982	566102392446.494751	10444743046457.199219	164601446942513.062500	2251799813685248.000000	
1.002904	1.005816	1.008737	1.011665	1.014602	1.017547	1.020500	1.023462	1.026432	1.029410	1.032396	1.035391	1.038394	1.041406	1.044426	1.047454	1.050491	1.053537	1.056591	1.059654	1.075096	1.090755	1.106634	1.122736	1.155622	1.189437	1.224206	1.259956	1.296713	1.334504	1.373357	1.413302	1.454367	1.496583	1.539981	1.584592	1.630451	1.677589	1.726042	1.775845	2.046407	2.356566	2.711878	3.118651	3.584036	4.116136	5.418388	7.114257	9.317275	12.172182	15.863093	20.623691	26.749930	34.615839	44.693122	57.575454	74.008515	94.927051	121.500541	155.189338	197.813595	646.234854	2015.381264	6021.147779	17286.737397	47826.881579	127834.039489	830767.497366	4819685.721068	25287310.893280	121298219.945892	536870912.000000	
1.002603	1.005213	1.007829	1.010452	1.013082	1.015718	1.018360	1.021009	1.023665	1.026328	1.028997	1.031673	1.034355	1.037044	1.039740	1.042443	1.045152	1.047868	1.050591	1.053321	1.067072	1.080996	1.095095	1.109370	1.138460	1.168281	1.198854	1.230195	1.262322	1.295256	1.329015	1.363620	1.399090	1.435446	1.472710	1.510902	1.550047	1.590165	1.631281	1.673418	1.900293	2.156591	2.445959	2.772470	3.140679	3.555673	4.549383	5.807353	7.396353	9.399158	11.918177	15.079865	19.040072	23.990513	30.166584	37.856796	47.414123	59.269656	73.948980	92.091807	114.475460	330.872245	917.333302	2447.247992	6299.831413	15688.017247	37876.752441	202824.096037	981006.660099	4335958.657970	17684534.180769	67108864.000000	
1.002202	1.004409	1.006621	1.008837	1.011058	1.013283	1.015514	1.017749	1.019988	1.022233	1.024482	1.026735	1.028994	1.031257	1.033525	1.035798	1.038075	1.040357	1.042645	1.044936	1.056468	1.068121	1.079897	1.091796	1.115972	1.140658	1.165865	1.191603	1.217883	1.244716	1.272112	1.300084	1.328641	1.357798	1.387564	1.417952	1.448975	1.480646	1.512976	1.545980	1.721571	1.916103	2.131512	2.369919	2.633652	2.925261	3.603537	4.430402	5.436540	6.658600	8.140275	9.933574	12.100310	14.713831	17.861039	21.644746	26.186398	31.629255	38.142061	45.923307	55.206144	135.525272	321.183888	736.788616	1639.897806	3548.918689	7481.827643	30948.500982	117456.287652	413042.853411	1356998.041817	4194304.000000	
1.001802	1.003606	1.005414	1.007225	1.009038	1.010855	1.012675	1.014498	1.016325	1.018154	1.019986	1.021822	1.023660	1.025502	1.027347	1.029195	1.031046	1.032901	1.034758	1.036619	1.045969	1.055399	1.064910	1.074501	1.093929	1.113688	1.133784	1.154223	1.175008	1.196147	1.217645	1.239508	1.261740	1.284349	1.307341	1.330720	1.354494	1.378669	1.403251	1.428246	1.559659	1.702433	1.857489	2.025817	2.208479	2.406619	2.854339	3.379932	3.996019	4.717120	5.559917	6.543553	7.689966	9.024268	10.575169	12.375454	14.462514	16.878953	19.673251	22.900518	26.623333	55.511151	112.455407	221.823643	426.878854	802.830827	1477.891880	4722.366483	14063.084452	39346.408075	104127.350298	262144.000000	
1.001501	1.003004	1.004509	1.006017	1.007526	1.009038	1.010552	1.012067	1.013585	1.015105	1.016628	1.018152	1.019678	1.021207	1.022738	1.024271	1.025806	1.027343	1.028882	1.030424	1.038163	1.045957	1.053806	1.061709	1.077683	1.093880	1.110304	1.126959	1.143846	1.160969	1.178331	1.195935	1.213785	1.231883	1.250232	1.268836	1.287699	1.306823	1.326211	1.345868	1.448298	1.557967	1.675349	1.800944	1.935282	2.078928	2.396558	2.759032	3.172169	3.642482	4.177248	4.784589	5.473566	6.254270	7.137938	8.137062	9.265521	10.538721	11.973748	13.589530	15.407022	28.421709	51.185893	90.158469	155.568096	263.341942	437.893890	1152.921505	2862.423052	6746.640616	15181.127030	32768.000000	
1.002303	1.004610	1.006923	1.009241	1.011563	1.013891	1.016225	1.018563	1.020906	1.023255	1.025609	1.027967	1.030331	1.032701	1.035075	1.037455	1.039840	1.042230	1.044626	1.047026	1.059109	1.071326	1.083677	1.096164	1.121552	1.147502	1.174026	1.201136	1.228844	1.257163	1.286105	1.315685	1.345914	1.376807	1.408377	1.440639	1.473608	1.507297	1.541723	1.576899	1.764611	1.973587	2.206114	2.464716	2.752166	3.071524	3.819750	4.740530	5.871464	7.257874	8.954302	11.026267	13.552347	16.626629	20.361585	24.891458	30.376222	37.006228	45.007632	54.648735	66.247373	169.406589	417.539054	994.664631	2295.856929	5145.932100	11222.741464	49517.601571	199675.689009	743477.136140	2578296.279453	8388608.000000	
1.001601	1.003205	1.004811	1.006419	1.008030	1.009643	1.011259	1.012877	1.014498	1.016121	1.017746	1.019374	1.021004	1.022637	1.024272	1.025910	1.027550	1.029192	1.030837	1.032485	1.040759	1.049095	1.057494	1.065956	1.083071	1.100443	1.118077	1.135974	1.154140	1.172579	1.191293	1.210287	1.229564	1.249129	1.268986	1.289138	1.309590	1.330346	1.351409	1.372786	1.484506	1.604706	1.733986	1.872981	2.022370	2.182875	2.540352	2.952164	3.425943	3.970306	4.594973	5.310894	6.130394	7.067326	8.137249	9.357621	10.748004	12.330304	14.129023	16.171540	18.488426	35.527137	66.541661	121.713933	217.795334	381.845816	656.840836	1844.674407	4866.119188	12143.953110	28844.141357	65536.000000	
1.000800	1.001601	1.002403	1.003204	1.004007	1.004810	1.005614	1.006418	1.007223	1.008028	1.008834	1.009640	1.010447	1.011255	1.012063	1.012872	1.013681	1.014491	1.015301	1.016112	1.020176	1.024254	1.028345	1.032452	1.040707	1.049020	1.057391	1.065821	1.074309	1.082857	1.091464	1.100130	1.108857	1.117644	1.126493	1.135402	1.144373	1.153406	1.162501	1.171659	1.218403	1.266770	1.316809	1.368569	1.422101	1.477455	1.593848	1.718186	1.850930	1.992563	2.143589	2.304538	2.475963	2.658444	2.852586	3.059023	3.278415	3.511453	3.758859	4.021385	4.299817	5.960464	8.157307	11.032404	14.757891	19.540876	25.628906	42.949673	69.757574	110.199606	169.835630	256.000000	
0.999900	0.999800	0.999700	0.999600	0.999500	0.999400	0.999300	0.999201	0.999101	0.999001	0.998901	0.998801	0.998702	0.998602	0.998502	0.998403	0.998303	0.998203	0.998104	0.998004	0.997506	0.997009	0.996512	0.996016	0.995025	0.994036	0.993049	0.992063	0.991080	0.990099	0.989120	0.988142	0.987167	0.986193	0.985222	0.984252	0.983284	0.982318	0.981354	0.980392	0.975610	0.970874	0.966184	0.961538	0.956938	0.952381	0.943396	0.934579	0.925926	0.917431	0.909091	0.900901	0.892857	0.884956	0.877193	0.869565	0.862069	0.854701	0.847458	0.840336	0.833333	0.800000	0.769231	0.740741	0.714286	0.689655	0.666667	0.625000	0.588235	0.555556	0.526316	0.500000	
