1.000900	1.001801	1.002703	1.003606	1.004509	1.005413	1.006318	1.007223	1.008129	1.009036	1.009944	1.010852	1.011761	1.012671	1.013581	1.014493	1.015404	1.016317	1.017231	1.018145	1.022726	1.027326	1.031945	1.036581	1.045911	1.055314	1.064793	1.074348	1.083978	1.093685	1.103470	1.113332	1.123272	1.133291	1.143390	1.153568	1.163827	1.174167	1.184589	1.195093	1.248863	1.304773	1.362897	1.423312	1.486095	1.551328	1.689479	1.838459	1.999005	2.171893	2.357948	2.558037	2.773079	3.004042	3.251949	3.517876	3.802961	4.108400	4.435454	4.785449	5.159780	7.450581	10.604499	14.893745	20.661047	28.334269	38.443359	68.719477	118.587876	198.359290	322.687698	512.000000	
0.998401	0.996805	0.995212	0.993622	0.992034	0.990449	0.988866	0.987287	0.985710	0.984135	0.982563	0.980994	0.979428	0.977864	0.976303	0.974745	0.973189	0.971636	0.970085	0.968538	0.960837	0.953202	0.945632	0.938125	0.923300	0.908725	0.894393	0.880302	0.866446	0.852821	0.839424	0.826251	0.813296	0.800558	0.788031	0.775712	0.763598	0.751684	0.739968	0.728446	0.673625	0.623167	0.576706	0.533908	0.494469	0.458112	0.393646	0.338735	0.291890	0.251870	0.217629	0.188292	0.163122	0.141496	0.122892	0.106865	0.093041	0.081101	0.070776	0.061837	0.054088	0.028147	0.015028	0.008216	0.004591	0.002619	0.001522	0.000542	0.000206	0.000082	0.000035	0.000015	
0.998401	0.996805	0.995212	0.993622	0.992034	0.990449	0.988866	0.987287	0.985710	0.984135	0.982563	0.980994	0.979428	0.977864	0.976303	0.974745	0.973189	0.971636	0.970085	0.968538	0.960837	0.953202	0.945632	0.938125	0.923300	0.908725	0.894393	0.880302	0.866446	0.852821	0.839424	0.826251	0.813296	0.800558	0.788031	0.775712	0.763598	0.751684	0.739968	0.728446	0.673625	0.623167	0.576706	0.533908	0.494469	0.458112	0.393646	0.338735	0.291890	0.251870	0.217629	0.188292	0.163122	0.141496	0.122892	0.106865	0.093041	0.081101	0.070776	0.061837	0.054088	0.028147	0.015028	0.008216	0.004591	0.002619	0.001522	0.000542	0.000206	0.000082	0.000035	0.000015	
0.997503	0.995013	0.992529	0.990052	0.987581	0.985116	0.982658	0.980207	0.977761	0.975322	0.972889	0.970463	0.968043	0.965629	0.963221	0.960820	0.958425	0.956036	0.953653	0.951277	0.939486	0.927848	0.916359	0.905018	0.882772	0.861094	0.839969	0.819383	0.799320	0.779768	0.760713	0.742142	0.724042	0.706401	0.689206	0.672446	0.656109	0.640185	0.624662	0.609531	0.539391	0.477606	0.423147	0.375117	0.332731	0.295303	0.232999	0.184249	0.146018	0.115968	0.092296	0.073608	0.058823	0.047102	0.037790	0.030378	0.024465	0.019740	0.015957	0.012922	0.010483	0.003778	0.001417	0.000552	0.000222	0.000092	0.000040	0.000008	0.000002	0.000000	0.000000	0.000000	
0.997902	0.995809	0.993721	0.991637	0.989558	0.987483	0.985413	0.983347	0.981286	0.979229	0.977177	0.975130	0.973087	0.971048	0.969014	0.966984	0.964959	0.962938	0.960922	0.958910	0.948916	0.939032	0.929255	0.919585	0.900560	0.881947	0.863736	0.845919	0.828487	0.811430	0.794741	0.778411	0.762433	0.746798	0.731498	0.716526	0.701875	0.687538	0.673507	0.659776	0.595386	0.537549	0.485571	0.438834	0.396787	0.358942	0.294155	0.241513	0.198656	0.163698	0.135131	0.111742	0.092560	0.076798	0.063826	0.053131	0.044298	0.036991	0.030937	0.025913	0.021737	0.009223	0.004048	0.001832	0.000854	0.000409	0.000200	0.000052	0.000014	0.000004	0.000001	0.000000	
0.999400	0.998801	0.998202	0.997603	0.997005	0.996408	0.995810	0.995213	0.994617	0.994021	0.993425	0.992830	0.992235	0.991641	0.991047	0.990454	0.989860	0.989268	0.988675	0.988084	0.985130	0.982187	0.979255	0.976332	0.970518	0.964744	0.959010	0.953316	0.947661	0.942045	0.936468	0.930930	0.925429	0.919967	0.914542	0.909155	0.903804	0.898490	0.893213	0.887971	0.862297	0.837484	0.813501	0.790315	0.767896	0.746215	0.704961	0.666342	0.630170	0.596267	0.564474	0.534641	0.506631	0.480319	0.455587	0.432328	0.410442	0.389839	0.370432	0.352142	0.334898	0.262144	0.207176	0.165195	0.132810	0.107595	0.087791	0.059605	0.041429	0.029401	0.021256	0.015625	
0.997803	0.995610	0.993423	0.991240	0.989063	0.986891	0.984723	0.982561	0.980403	0.978251	0.976103	0.973961	0.971823	0.969690	0.967562	0.965439	0.963321	0.961208	0.959100	0.956996	0.946550	0.936223	0.926014	0.915922	0.896080	0.876687	0.857732	0.839205	0.821097	0.803396	0.786094	0.769181	0.752649	0.736487	0.720688	0.705242	0.690143	0.675381	0.660949	0.646839	0.580865	0.521893	0.469151	0.421955	0.379701	0.341850	0.277505	0.225713	0.183941	0.150182	0.122846	0.100669	0.082643	0.067963	0.055988	0.046201	0.038188	0.031616	0.026218	0.021775	0.018114	0.007379	0.003113	0.001357	0.000610	0.000282	0.000134	0.000032	0.000009	0.000002	0.000001	0.000000	
0.997404	0.994814	0.992232	0.989656	0.987087	0.984526	0.981971	0.979423	0.976882	0.974348	0.971820	0.969300	0.966786	0.964279	0.961779	0.959285	0.956798	0.954318	0.951845	0.949378	0.937143	0.925072	0.913163	0.901412	0.878380	0.855958	0.834130	0.812879	0.792191	0.772048	0.752437	0.733342	0.714750	0.696648	0.679021	0.661856	0.645142	0.628866	0.613015	0.597579	0.526235	0.463695	0.408838	0.360689	0.318402	0.281241	0.219810	0.172195	0.135202	0.106393	0.083905	0.066314	0.052521	0.041683	0.033149	0.026415	0.021091	0.016872	0.013523	0.010859	0.008735	0.003022	0.001090	0.000409	0.000159	0.000064	0.000026	0.000005	0.000001	0.000000	0.000000	0.000000	
0.995909	0.991834	0.987777	0.983737	0.979714	0.975707	0.971718	0.967745	0.963789	0.959849	0.955926	0.952019	0.948128	0.944254	0.940396	0.936554	0.932729	0.928919	0.925125	0.921347	0.902694	0.884426	0.866538	0.849020	0.815064	0.782497	0.751262	0.721304	0.692568	0.665003	0.638561	0.613196	0.588861	0.565515	0.543116	0.521624	0.501004	0.481217	0.462230	0.444010	0.363347	0.297628	0.244031	0.200278	0.164525	0.135282	0.091719	0.062412	0.042621	0.029209	0.020086	0.013860	0.009595	0.006665	0.004644	0.003246	0.002276	0.001601	0.001129	0.000799	0.000567	0.000106	0.000021	0.000005	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.995709	0.991438	0.987185	0.982950	0.978735	0.974538	0.970359	0.966198	0.962056	0.957932	0.953826	0.949738	0.945668	0.941616	0.937581	0.933565	0.929566	0.925584	0.921620	0.917673	0.898197	0.879144	0.860504	0.842268	0.806974	0.773191	0.740854	0.709900	0.680268	0.651900	0.624741	0.598740	0.573844	0.550007	0.527182	0.505325	0.484394	0.464350	0.445154	0.426769	0.345839	0.280543	0.227806	0.185168	0.150661	0.122704	0.081630	0.054513	0.036541	0.024584	0.016600	0.011249	0.007649	0.005219	0.003573	0.002455	0.001692	0.001170	0.000811	0.000564	0.000394	0.000068	0.000013	0.000002	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
